,Player,Year,Rank,Share,Age,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MOV,SOS,ORtg,DRtg,Atlanta Hawks,Boston Celtics,Brooklyn Nets,Charlotte Hornets,Chicago Bulls,Cleveland Cavaliers,Dallas Mavericks,Denver Nuggets,Detroit Pistons,Golden State Warriors,Houston Rockets,Indiana Pacers,Los Angeles Clippers,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,New Orleans Pelicans,New York Knicks,Oklahoma City Thunder,Orlando Magic,Philadelphia 76ers,Phoenix Suns,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,Toronto Raptors,Utah Jazz,Washington Wizards,Big,Guard,Wing,2000s,2010s,2020s,80s,90s
5562,Nick Van Exel,1996,0,0.0,24.0,2513.0,15.9,0.528,0.424,0.215,1.4,6.9,30.7,1.4,0.3,13.0,21.4,4.2,1.6,5.7,0.109,2.3,-1.8,0.6,1.6,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5563,Anthony Peeler,1996,0,0.0,26.0,1608.0,14.1,0.555,0.422,0.143,3.3,6.5,11.3,1.9,0.4,8.0,19.4,2.5,1.2,3.7,0.11,0.7,-0.6,0.1,0.9,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5564,Corie Blount,1996,0,0.0,27.0,715.0,10.9,0.491,0.012,0.263,11.5,16.1,8.3,1.8,3.4,20.1,14.6,-0.1,1.0,0.9,0.063,-3.5,0.9,-2.7,-0.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5565,Eddie Jones,1996,0,0.0,24.0,2184.0,17.0,0.583,0.331,0.269,2.4,9.8,17.0,3.1,1.4,11.4,17.8,4.1,2.7,6.8,0.15,1.4,1.9,3.3,2.9,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5566,Vlade Divac,1996,0,0.0,27.0,2470.0,17.4,0.544,0.022,0.366,9.5,22.2,16.3,1.6,3.7,17.5,20.6,2.2,4.0,6.1,0.119,-0.2,1.6,1.4,2.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5567,George Lynch,1996,0,0.0,25.0,1012.0,11.4,0.474,0.048,0.294,9.6,14.3,7.2,2.4,0.7,11.5,15.4,0.4,1.3,1.7,0.08,-2.2,0.1,-2.1,0.0,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5568,Sedale Threatt,1996,0,0.0,34.0,1687.0,13.2,0.535,0.321,0.135,1.4,5.1,23.7,2.1,0.5,11.7,16.8,2.4,1.3,3.7,0.105,-0.8,0.0,-0.7,0.6,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5569,Elden Campbell,1996,0,0.0,27.0,2699.0,18.0,0.549,0.006,0.393,7.1,19.5,10.3,1.7,5.5,11.6,19.6,3.8,4.4,8.2,0.147,-0.2,1.9,1.7,2.6,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5570,Magic Johnson,1996,0,0.007,36.0,958.0,21.1,0.612,0.197,0.684,5.0,17.0,34.1,1.4,1.0,21.2,22.7,2.6,1.1,3.6,0.181,4.7,0.5,5.2,1.8,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5571,Anthony Miller,1996,0,0.0,24.0,123.0,7.8,0.457,0.057,0.286,10.6,13.0,4.7,1.7,0.6,16.9,17.3,-0.1,0.1,0.0,0.014,-5.2,-1.4,-6.6,-0.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5572,Fred Roberts,1996,0,0.0,35.0,317.0,14.1,0.558,0.144,0.289,6.8,10.4,12.3,2.6,0.9,18.0,18.9,0.2,0.4,0.6,0.086,-0.3,0.2,-0.1,0.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5573,Cedric Ceballos,1996,0,0.0,26.0,2628.0,22.1,0.599,0.153,0.34,9.7,13.9,7.9,1.9,0.6,10.8,26.5,7.1,2.8,9.8,0.18,3.9,-1.3,2.6,3.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5574,Derek Strong,1996,0,0.0,27.0,746.0,12.4,0.518,0.053,0.503,9.6,18.1,6.0,1.3,1.1,8.8,13.6,1.1,0.8,1.9,0.125,-1.3,-0.5,-1.8,0.0,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5575,Frankie King,1996,0,0.0,23.0,20.0,0.7,0.284,0.091,0.273,5.9,5.7,15.0,5.2,0.0,14.0,32.1,-0.1,0.0,-0.1,-0.234,-13.1,-1.4,-14.5,-0.1,4.45,-0.24,111.4,106.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5576,Chris Webber,1996,0,0.0,22.0,558.0,23.6,0.581,0.123,0.25,8.0,15.9,24.9,2.5,1.2,13.8,28.5,1.2,0.7,1.9,0.165,5.1,0.6,5.7,1.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5577,Bob McCann,1996,0,0.0,31.0,653.0,9.1,0.507,0.013,0.484,8.5,17.1,5.3,1.6,1.6,18.5,15.6,-0.2,0.8,0.6,0.044,-4.7,0.2,-4.5,-0.4,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5578,Chris Whitney,1996,0,0.0,24.0,335.0,17.1,0.634,0.444,0.444,0.7,10.7,22.6,2.8,0.2,16.3,18.9,0.9,0.4,1.3,0.181,1.1,1.3,2.4,0.4,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5579,Robert Pack,1996,0,0.0,26.0,1084.0,19.3,0.534,0.221,0.41,3.2,11.0,35.3,2.9,0.1,17.9,26.3,1.5,1.2,2.7,0.121,2.4,-0.4,2.0,1.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5580,Juwan Howard,1996,0,0.0,22.0,3294.0,17.0,0.53,0.009,0.284,6.9,16.5,18.7,1.0,0.8,15.2,27.0,2.5,3.1,5.6,0.082,0.6,-1.0,-0.4,1.3,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5581,Jim McIlvaine,1996,0,0.0,23.0,1195.0,9.7,0.476,0.0,0.724,6.6,15.8,1.2,0.9,9.9,15.8,8.5,-0.1,1.9,1.8,0.074,-3.9,3.1,-0.8,0.4,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5582,Rasheed Wallace,1996,0,0.0,21.0,1788.0,11.8,0.53,0.145,0.212,6.2,13.6,7.3,1.2,2.2,14.3,18.0,0.6,1.8,2.3,0.063,-1.6,0.2,-1.4,0.3,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5583,Bob Thornton,1996,0,0.0,33.0,31.0,4.1,0.218,0.0,0.333,23.2,22.3,0.0,1.7,0.0,12.7,11.4,0.0,0.0,0.0,0.001,-7.8,-4.6,-12.4,-0.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5584,Jeff Webster,1996,0,0.0,24.0,58.0,7.0,0.391,0.261,0.0,4.1,9.9,7.7,3.5,0.0,11.5,20.0,-0.1,0.1,0.0,-0.03,-4.8,-0.2,-4.9,0.0,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5585,Cedric Lewis,1996,0,0.0,26.0,4.0,62.7,0.667,0.0,0.0,60.0,0.0,0.0,12.8,0.0,0.0,33.5,0.0,0.0,0.1,0.613,23.7,1.9,25.6,0.0,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5586,Brent Price,1996,0,0.0,27.0,2042.0,17.5,0.655,0.564,0.358,2.2,10.7,29.7,2.0,0.1,19.8,16.9,5.6,1.8,7.4,0.174,3.0,0.1,3.0,2.6,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5587,Ledell Eackles,1996,0,0.0,29.0,1238.0,12.5,0.553,0.34,0.313,4.3,9.7,10.2,1.2,0.2,11.7,17.6,1.6,0.8,2.4,0.094,0.3,-1.0,-0.7,0.4,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5588,Calbert Cheaney,1996,0,0.0,24.0,2324.0,13.0,0.528,0.17,0.236,3.5,8.5,10.6,1.5,0.6,11.4,21.7,1.5,1.7,3.2,0.065,-1.0,-0.9,-1.9,0.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5589,Gheorghe Mureșan,1996,0,0.0,24.0,2242.0,21.0,0.6,0.001,0.348,13.3,24.7,4.2,1.2,5.5,13.4,21.2,4.3,3.8,8.0,0.172,0.9,0.8,1.6,2.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5590,Mitchell Butler,1996,0,0.0,25.0,858.0,7.4,0.446,0.262,0.362,4.1,12.0,11.1,2.4,1.0,20.1,17.3,-1.2,1.0,-0.2,-0.01,-4.7,0.6,-4.1,-0.5,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5591,Kevin Pritchard,1996,0,0.0,28.0,22.0,25.6,0.81,0.333,1.0,0.0,10.5,44.3,4.7,0.0,0.0,8.8,0.1,0.0,0.2,0.384,5.7,6.3,11.9,0.1,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5592,Tim Legler,1996,0,0.0,29.0,1775.0,15.9,0.688,0.533,0.333,2.0,7.2,11.3,1.3,0.5,7.9,14.4,5.7,1.1,6.8,0.184,3.1,0.1,3.2,2.3,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5593,Mark Price,1996,0,0.0,31.0,127.0,10.3,0.435,0.5,0.167,0.9,5.5,21.3,2.4,0.0,13.4,26.2,-0.1,0.1,0.0,-0.011,-1.4,-1.1,-2.5,0.0,1.06,-0.07,108.7,107.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5594,Kenny Gattison,1996,0,0.0,31.0,570.0,10.7,0.51,0.0,0.411,7.0,16.8,4.6,0.9,1.5,15.1,21.2,-0.3,0.5,0.1,0.012,-4.1,-1.4,-5.5,-0.5,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5595,Ashraf Amaya,1996,0,0.0,24.0,1104.0,11.8,0.534,0.004,0.591,11.7,20.8,5.1,1.1,0.7,15.2,15.5,0.7,1.1,1.8,0.078,-3.3,-1.5,-4.8,-0.8,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5596,Chris King,1996,0,0.0,26.0,1930.0,10.8,0.492,0.193,0.232,6.0,11.5,9.5,1.9,1.3,13.8,17.7,-0.5,1.6,1.1,0.028,-2.1,-0.3,-2.5,-0.2,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5597,Blue Edwards,1996,0,0.0,30.0,2773.0,11.9,0.498,0.256,0.218,4.0,10.9,13.8,2.2,1.3,14.0,20.0,-0.7,2.5,1.9,0.032,-2.0,0.0,-1.9,0.1,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0
5598,Rich Manning,1996,0,0.0,25.0,311.0,7.6,0.449,0.009,0.124,5.8,15.2,4.2,0.5,1.5,12.5,20.0,-0.4,0.2,-0.2,-0.035,-6.0,-2.0,-8.0,-0.5,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5599,Cuonzo Martin,1996,0,0.0,24.0,19.0,20.6,0.765,0.6,0.4,6.0,6.4,19.5,2.8,0.0,14.5,16.5,0.1,0.0,0.1,0.17,7.3,1.8,9.2,0.1,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5600,Eric Mobley,1996,0,0.0,25.0,676.0,9.4,0.533,0.014,0.63,9.1,15.5,5.6,1.1,2.7,22.1,15.3,-0.4,0.6,0.2,0.015,-4.7,-0.4,-5.1,-0.5,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5601,Eric Murdock,1996,0,0.0,27.0,1673.0,16.2,0.498,0.247,0.244,1.8,10.4,35.1,4.3,0.4,16.9,21.3,0.4,2.2,2.5,0.073,-0.7,1.9,1.2,1.3,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5602,Lawrence Moten,1996,0,0.0,23.0,573.0,15.7,0.52,0.223,0.304,7.1,5.3,17.4,2.7,1.1,13.6,25.8,0.1,0.4,0.6,0.047,0.9,-0.3,0.6,0.4,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5603,Bryant Reeves,1996,0,0.0,22.0,2460.0,13.4,0.506,0.003,0.341,8.2,19.4,8.3,0.9,1.7,13.5,21.6,0.0,2.3,2.3,0.045,-2.4,-1.2,-3.7,-1.0,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5604,Byron Scott,1996,0,0.0,34.0,1894.0,13.0,0.523,0.327,0.359,2.4,9.8,11.7,1.8,0.9,11.3,21.3,1.0,1.3,2.3,0.059,-0.8,-0.6,-1.3,0.3,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5605,Doug Edwards,1996,0,0.0,25.0,519.0,7.5,0.432,0.044,0.418,7.6,12.2,11.8,1.0,2.6,21.2,12.0,-0.3,0.4,0.1,0.005,-4.3,0.2,-4.0,-0.3,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5606,Greg Anthony,1996,0,0.0,28.0,2096.0,18.6,0.53,0.347,0.38,1.6,8.4,41.9,2.9,0.4,14.9,23.3,2.9,1.9,4.8,0.111,2.6,0.4,2.9,2.6,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5607,Gerald Wilkins,1996,0,0.0,32.0,738.0,7.3,0.437,0.312,0.112,3.4,7.1,15.5,1.6,0.2,14.7,15.6,-0.6,0.4,-0.2,-0.014,-4.8,-1.2,-6.0,-0.7,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5608,Anthony Avent,1996,0,0.0,26.0,1586.0,6.9,0.415,0.0,0.165,7.7,18.9,7.4,1.0,2.0,17.6,17.5,-2.8,1.6,-1.2,-0.037,-6.5,-0.7,-7.3,-2.1,-9.98,0.43,97.6,108.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5609,Jerry Stackhouse,1996,0,0.0,21.0,2701.0,14.8,0.525,0.268,0.475,3.7,7.7,19.0,1.5,2.1,16.0,26.0,0.8,0.4,1.2,0.021,0.7,-1.7,-1.0,0.7,-10.0,0.55,102.2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
5610,Richard Dumas,1996,0,0.0,26.0,739.0,11.3,0.515,0.044,0.345,6.4,9.2,10.3,3.0,0.6,17.3,17.1,0.0,0.4,0.3,0.021,-3.1,0.2,-2.9,-0.2,-10.0,0.55,102.2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0
5611,Rex Walters,1996,0,0.0,25.0,610.0,12.8,0.544,0.446,0.351,2.4,8.1,28.4,2.1,0.5,19.4,15.5,0.7,0.2,0.9,0.068,-1.0,-0.5,-1.5,0.1,-10.0,0.55,102.2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0
